timestamp,open,high,low,close,volume
2025-02-19 21:49:00,0.03000000,0.03000000,0.03000000,0.03000000,0.00000000
2025-02-19 21:50:00,0.03000000,0.03000000,0.03000000,0.03000000,75966.00000000
2025-02-19 21:51:00,0.02990000,0.02990000,0.02990000,0.02990000,197.00000000
2025-02-19 21:52:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 21:53:00,0.02990000,0.02990000,0.02980000,0.02980000,62476.00000000
2025-02-19 21:54:00,0.02980000,0.02980000,0.02980000,0.02980000,0.00000000
2025-02-19 21:55:00,0.02980000,0.02980000,0.02980000,0.02980000,217.00000000
2025-02-19 21:56:00,0.02980000,0.02980000,0.02970000,0.02980000,146866.00000000
2025-02-19 21:57:00,0.02980000,0.02980000,0.02980000,0.02980000,0.00000000
2025-02-19 21:58:00,0.02980000,0.02980000,0.02980000,0.02980000,85942.00000000
2025-02-19 21:59:00,0.02980000,0.02980000,0.02970000,0.02980000,69568.00000000
2025-02-19 22:00:00,0.02980000,0.02980000,0.02970000,0.02980000,20530.00000000
2025-02-19 22:01:00,0.02980000,0.02980000,0.02980000,0.02980000,0.00000000
2025-02-19 22:02:00,0.02980000,0.02990000,0.02980000,0.02990000,201975.00000000
2025-02-19 22:03:00,0.02990000,0.02990000,0.02990000,0.02990000,393.00000000
2025-02-19 22:04:00,0.02990000,0.02990000,0.02990000,0.02990000,669.00000000
2025-02-19 22:05:00,0.02980000,0.02980000,0.02980000,0.02980000,796.00000000
2025-02-19 22:06:00,0.02980000,0.02980000,0.02980000,0.02980000,397.00000000
2025-02-19 22:07:00,0.02990000,0.02990000,0.02990000,0.02990000,356.00000000
2025-02-19 22:08:00,0.02980000,0.02980000,0.02980000,0.02980000,14931.00000000
2025-02-19 22:09:00,0.02990000,0.02990000,0.02990000,0.02990000,14867.00000000
2025-02-19 22:10:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 22:11:00,0.02980000,0.02980000,0.02980000,0.02980000,354.00000000
2025-02-19 22:12:00,0.02980000,0.02980000,0.02980000,0.02980000,18309.00000000
2025-02-19 22:13:00,0.02980000,0.02990000,0.02980000,0.02990000,55905.00000000
2025-02-19 22:14:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 22:15:00,0.02980000,0.02980000,0.02980000,0.02980000,100946.00000000
2025-02-19 22:16:00,0.02980000,0.02980000,0.02980000,0.02980000,175115.00000000
2025-02-19 22:17:00,0.02970000,0.02970000,0.02970000,0.02970000,302.00000000
2025-02-19 22:18:00,0.02970000,0.02970000,0.02970000,0.02970000,0.00000000
2025-02-19 22:19:00,0.02970000,0.02970000,0.02970000,0.02970000,0.00000000
2025-02-19 22:20:00,0.02980000,0.02990000,0.02980000,0.02990000,192844.00000000
2025-02-19 22:21:00,0.02990000,0.02990000,0.02990000,0.02990000,802.00000000
2025-02-19 22:22:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 22:23:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 22:24:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 22:25:00,0.02990000,0.02990000,0.02990000,0.02990000,0.00000000
2025-02-19 22:26:00,0.02990000,0.02990000,0.02990000,0.02990000,65521.00000000
2025-02-19 22:27:00,0.02990000,0.02990000,0.02990000,0.02990000,54353.00000000
